Time (min),Mean Intensity (A.U.),Protein Concentration (nanograms per microliter),Protein Concentration (nM),Number of Protein Molecules,Rate of Change of Number of Protein Molecules (PM per min)
416.0,120.77178072929382,4.40607099359573,57.22170121552896,68666041458.63475,111197470.34916115
418.0,121.36283731460571,4.427634286447674,57.50174397983994,69002092775.8079,163187247.87680054
420.0,121.91985416412354,4.447955720550775,57.76565870845162,69318790450.14195,154953989.182724
422.0,122.45298719406128,4.467405810337906,58.01825727711567,69621908732.5388,153360502.24902725
424.0,122.99879336357117,4.487318249461359,58.27686038261506,69932232459.13806,139109874.14723587
426.0,123.43166875839233,4.503110678035696,58.481956857606455,70178348229.12775,144168325.06586456
428.0,124.0130627155304,4.524321452894931,58.75742146616793,70508905759.40152,211566373.3157196
430.0,124.92010450363159,4.557412713853398,59.18717810199218,71024613722.39062,240791495.04543686
432.0,125.70710635185242,4.586124603289925,59.56005978298605,71472071739.58327,236965377.7406578
434.0,126.58723020553589,4.6182338274735,59.97706269446105,71972475233.35326,195951889.02952576
436.0,127.08568930625916,4.636418921474171,60.21323274641781,72255879295.70137,225601095.646595
438.0,128.17440462112427,4.67613810868946,60.72906634661637,72874879615.93964,279198525.6411629
440.0,129.04993844032288,4.708079876388736,61.14389449855502,73372673398.26602,220581616.8887825
442.0,129.72626543045044,4.7327540570242475,61.46433840291231,73757206083.49477,203597650.87150574
444.0,130.48231172561646,4.760336606779089,61.82255333479336,74187064001.75204,225212865.1471939
446.0,131.31070852279663,4.790558692412027,62.21504795340295,74658057544.08354,215827691.045887
448.0,132.00072717666626,4.815732380814201,62.541978971613,75050374765.9356,212704834.85525894
450.0,132.80715370178223,4.84515293335821,62.92406406958715,75508876883.50458,207317323.34400177
452.0,133.4592695236206,4.8689438271391605,63.233036716093004,75879644059.3116,198010161.34199905
454.0,134.20021724700928,4.89597554143599,63.58409794072714,76300917528.87257,199149131.21406937
456.0,134.86034607887268,4.920058770817438,63.89686715347322,76676240584.16788,195918135.7493744
458.0,135.57856273651123,4.94626119627833,64.23715839322509,77084590071.87007,223613752.66680527
460.0,136.4335389137268,4.977452967335252,64.64224632902926,77570695594.8351,257382926.68120956
462.0,137.3893322944641,5.012322814126507,65.09510148216245,78114121778.59491,226074895.4556198
464.0,138.0240466594696,5.035478857168861,65.39582931388131,78474995176.65758,194588371.73348618
466.0,138.7583224773407,5.062267162871435,65.7437293879407,78892475265.52885,223538112.78598404
468.0,139.59670734405518,5.092853639450597,66.14095635650125,79369147627.80151,163079786.37944794
470.0,139.90563988685608,5.10412430804216,66.2873286758722,79544794411.04665,189072387.64687347
472.0,140.92689085006714,5.141382218946628,66.7711976486575,80125437178.389,233414708.89076614
474.0,141.5477855205536,5.164034083324124,67.0653777055081,80478453246.60971,198194313.27407074
476.0,142.32124996185303,5.192252092686973,67.43184535957107,80918214431.48529,216024483.5136032
478.0,143.06758546829224,5.219480367425947,67.7854593172201,81342551180.66412,214637176.25503922
480.0,143.831289768219,5.2473423012591,68.14730261375456,81776763136.50545,164567235.14688492
482.0,144.22536754608154,5.261719291113648,68.33401676770973,82000820121.25166,148738065.08784866
484.0,144.87770867347717,5.285518404631648,68.64309616404736,82371715396.85684,205644672.09059525
486.0,145.67214226722717,5.314501423616901,69.0194990080117,82823398809.61404,215814406.62238312
488.0,146.39603066444397,5.340910768998059,69.3624775194553,83234973023.34637,185806520.57045746
490.0,146.97934937477112,5.362191763896652,69.63885407657989,83566624891.89587,163552806.74525833
492.0,147.54667592048645,5.3828893227293415,69.90765354193951,83889184250.32741,851516534.4336128
494.0,152.97003507614136,5.580747674401279,72.47724252469195,86972691029.63033,188041150.3828354
496.0,148.86960434913635,5.43115321799427,70.53445737654894,84641348851.85875,-568900387.5106964
498.0,148.96764254570007,5.434729908273534,70.58090789965627,84697089479.58754,482975414.5635872
500.0,152.26748776435852,5.555116907732256,72.14437542509424,86573250510.1131,170242191.76079178
502.0,150.16534972190857,5.478425404158804,71.14838187219226,85378058246.6307,68567450.2961998
504.0,152.7498812675476,5.572715886641615,72.37293359274824,86847520311.2979,227939526.96208572
506.0,151.7689757347107,5.536929882745739,71.9081802953992,86289816354.47905,-43100125.97890854
508.0,152.44665837287903,5.561653520973695,72.22926650615187,86675119807.38226,180612514.30986404
510.0,153.03964138031006,5.583287094751937,72.51022200976544,87012266411.7185,226519178.0889206
512.0,154.04029178619385,5.6197934433498515,72.98433043311496,87581196519.73795,228301391.94747925
514.0,154.64581322669983,5.641884452018457,73.27122664959035,87925471979.50842,154269366.9281006
516.0,155.1256251335144,5.659389247528064,73.49856165620864,88198273987.45035,190628257.97316742
518.0,155.98694276809692,5.6908123715649035,73.90665417616759,88687985011.4011,236136626.26869202
520.0,156.78692030906677,5.719997648270362,74.28568374377093,89142820492.52512,194798075.8475151
522.0,157.357408285141,5.7408105443657655,74.55598109565929,89467177314.79115,200451580.82855606
524.0,158.19716000556946,5.771446887349691,74.95385567986611,89944626815.83934,234526432.13909912
526.0,159.00737524032593,5.8010056619481345,75.33773586945631,90405283043.34755,202092342.6877594
528.0,159.61894297599792,5.823317255306216,75.62749682215863,90752996186.59038,206067909.757061
530.0,160.45712757110596,5.853896425452446,76.02462890197981,91229554682.3758,215848837.67924118
532.0,161.1375072002411,5.878718456977221,76.34699294775612,91616391537.30734,217292976.51491165
534.0,161.98585176467896,5.909668289424608,76.7489388236962,92098726588.43544,183101445.94377136
536.0,162.425683259964,5.925714494769456,76.95733110090202,92348797321.08243,153110300.97659302
538.0,163.06303071975708,5.948966600008599,77.25930649361817,92711167792.34181,185337465.19841003
540.0,163.7295904159546,5.973284444170381,77.57512265156339,93090147181.87607,172584588.07004166
542.0,164.27721738815308,5.993263310946577,77.83458845385164,93401506144.62198,214345528.93679428
544.0,165.2375783920288,6.028299796597492,78.28960774801936,93947529297.62325,234882366.57826996
546.0,165.92968845367432,6.053549785035,78.61752967577922,94341035610.93506,206558755.6503334
548.0,166.69078397750854,6.081316543881077,78.97813693352049,94773764320.22458,175300405.45757675
550.0,167.16298174858093,6.098543555769111,79.20186436063781,95042237232.76537,182872255.74934006
552.0,167.97734761238098,6.128253756190074,79.58771111935161,95505253343.22194,178943285.82884216
554.0,168.42190384864807,6.14447233246518,79.79834198006728,95758010376.08073,161375245.73184586
556.0,169.1126730442047,6.169673402594582,80.12562860512443,96150754326.14932,159196735.83105087
558.0,169.54190278053284,6.18533282799515,80.32899776617077,96394797319.40494,201997013.39352036
560.0,170.53378534317017,6.221519302698918,80.79895198310282,96958742379.7234,224010760.37459183
562.0,171.11788868904114,6.242828923157963,81.07570030075277,97290840360.9033,170000835.47441864
564.0,171.7297945022583,6.2651528504706855,81.36562143468424,97638745721.62108,219055500.9600563
566.0,172.65901279449463,6.2990531684043765,81.80588530395292,98167062364.74353,173611318.11895752
568.0,172.95120453834534,6.309713088787885,81.9443258284141,98333190994.09691,192904774.3862152
570.0,174.01615834236145,6.348565393830172,82.44890121857367,98938681462.28839,207619205.0905571
572.0,174.41187071800232,6.363002018094462,82.63638984538261,99163667814.45914,168904158.86904144
574.0,175.20445203781128,6.391917461273226,83.01191508147048,99614298097.76456,195648041.7305069
576.0,175.78831601142883,6.413218348805292,83.28854998448432,99946259981.38116,160867421.53199768
578.0,176.33620476722717,6.433206766133105,83.54813981991046,100257767783.89255,166736018.9519043
580.0,176.9613561630249,6.456013927002947,83.84433671432399,100613204057.18878,191149434.37421036
582.0,177.68100094795227,6.482268454289152,84.18530460115781,101022365521.38939,156635417.64452362
584.0,178.06333541870117,6.496217017531708,84.36645477313908,101239745727.76688,157519984.028553
586.0,178.78920340538025,6.522698583523147,84.71037121458633,101652445457.5036,179511093.2675209
588.0,179.32625222206116,6.542291531470371,84.96482508403079,101957790100.83696,169179607.3239212
590.0,179.97943496704102,6.566121349402954,85.27430323899941,102329163886.79929,177348883.89658356
592.0,180.57395720481873,6.587811078337162,85.55598803035275,102667185636.4233,142240592.5477066
594.0,180.98014211654663,6.6026297681568655,85.74843854749176,102898126256.99011,177737893.8392105
596.0,181.8243989944458,6.633430471089226,86.14844767648344,103378137211.78014,184758576.11052704
598.0,182.27997660636902,6.650051136025234,86.36430046786018,103637160561.43222,115768430.36923218
600.0,182.63886618614197,6.663144368217329,86.53434244438088,103841210933.25706,133003139.88031387
602.0,183.21569538116455,6.684188608594515,86.80764426746126,104169173120.95348,191624894.7361679
604.0,183.98700737953186,6.712328091199612,87.17309209350145,104607710512.20174,207315628.9022293
606.0,184.67422580718994,6.737399620012753,87.49869636380197,104998435636.5624,176498341.90340424
608.0,185.22872853279114,6.757629332288151,87.76141989984612,105313703879.81535,187766244.1493187
610.0,185.99522018432617,6.785592956011079,88.12458384429974,105749500613.15967,152893107.42991257
