Time (min),Mean Intensity (A.U.),Protein Concentration (nanograms per microliter),Protein Concentration (nM),Number of Protein Molecules,Rate of Change of Number of Protein Molecules (PM per min)
290.0,218.93436932563782,7.987299420127612,88.25745215610621,105908942587.32745,680015768.0536575
292.0,221.79364442825317,8.091613267420982,89.41009135271803,107292109623.26164,679218144.3196297
294.0,224.5506730079651,8.192196893664033,90.52151263717163,108625815164.60597,726831751.4834442
296.0,227.80365443229675,8.310874179118489,91.83286385766286,110199436629.19542,727763249.59832
298.0,230.56838536262512,8.41173880729286,92.9473901358327,111536868162.99925,715744052.0905037
300.0,233.72198271751404,8.526790301499123,94.21867736463118,113062412837.55743,742724886.6258736
302.0,236.70981216430664,8.635794148091666,95.42313975791895,114507767709.50275,740233952.3677292
304.0,239.84281253814697,8.750094210463388,96.68612387252362,116023348647.02835,741765679.4263573
306.0,242.8433074951172,8.85956012805195,97.89569202267349,117474830427.20818,736581514.4087029
308.0,245.93344116210938,8.972296300643347,99.1413955872193,118969674704.66316,695899445.7769737
310.0,248.59754514694214,9.06948979419467,100.21535684193003,120258428210.31607,695407140.9786911
312.0,251.68360805511475,9.182077454838584,101.45941939048156,121751303268.57793,792945396.7662735
314.0,255.1542341709137,9.30869498888583,102.8585081644843,123430209797.38116,799385091.8375969
316.0,258.29354548454285,9.42322529087626,104.12403636327359,124948843635.92831,750153487.4993782
318.0,261.3570864200592,9.534991290948142,105.35901978948225,126430823747.37868,731934519.2628784
320.0,264.34574913978577,9.644025537520562,106.56381809414988,127876581712.97983,740167519.7652245
322.0,267.4773669242859,9.758275159410651,107.82624485536631,129391493826.43958,738397713.714016
324.0,270.4513955116272,9.866775514490957,109.02514380652993,130830172567.83589,722082483.5767593
326.0,273.4481062889099,9.97610337528964,110.2331864672888,132279823760.74661,695201759.28265
328.0,276.1998641490936,10.076494711874556,111.34248300413874,133610979604.96649,714981288.1726112
330.0,279.36012744903564,10.191789397221712,112.61645742786423,135139748913.43706,774893778.7142105
332.0,282.6072883605957,10.31025433512001,113.92546226651946,136710554719.82333,783493975.046833
334.0,285.83866477012634,10.428143413027506,115.22810401135364,138273724813.6244,718779912.4574966
336.0,288.550719499588,10.527086275378021,116.32139530804444,139585674369.65332,681804431.2758942
338.0,291.4763538837433,10.633821083129067,117.50078544893996,141000942538.72797,742386755.0591812
340.0,294.6893503665924,10.751039613154209,118.79601782490839,142555221389.89005,752192974.1631317
342.0,297.6960701942444,10.860732630334947,120.00809536281709,144009714435.3805,678236965.9208679
344.0,300.29754090309143,10.95564109787367,121.05680771131124,145268169253.57352,712766176.0827255
346.0,303.5897750854492,11.075750426786566,122.38398261642614,146860779139.7114,763996727.0503159
348.0,306.61485981941223,11.186113443867182,123.60346346814565,148324156161.77478,742989550.1928864
350.0,309.7333903312683,11.299885607761421,124.86061445040245,149832737340.48294,715297304.3720627
352.0,312.5294940471649,11.401894797352753,125.98778781605255,151185345379.26303,679353402.7130203
354.0,315.35081243515015,11.504823884246516,127.1251257927792,152550150951.33502,710151574.5363159
356.0,318.4015793800354,11.616123855671209,128.35495973117358,154025951677.4083,710703910.8790588
358.0,321.2274649143219,11.719219564028364,129.49413882904273,155392966594.85126,691705714.7420197
360.0,324.12114000320435,11.824788412951719,130.66064544698034,156792774536.37637,727683813.0445328
362.0,327.2445204257965,11.9387375142968,131.91975153919117,158303701847.0294,720684284.8958206
364.0,330.0803179740906,12.042194838895291,133.06292639663306,159675511675.95966,675755517.9154205
366.0,332.8321924209595,12.142590428867951,134.17226993224259,161006723918.69107,674743574.070961
368.0,335.6596224308014,12.245742483740031,135.31207164353626,162374485972.2435,728628920.6161728
370.0,338.8570628166199,12.362393486587163,136.60103300096313,163921239601.15576,733317955.1432495
372.0,341.7232654094696,12.466960066874911,137.75646482734712,165307757792.8165,665566561.6735992
374.0,344.36048460006714,12.563172732692031,138.81958820654177,166583505847.85016,718562824.3219528
376.0,347.66490149497986,12.6837265188787,140.15167424175362,168182009090.1043,702150107.8005295
378.0,350.16640758514404,12.77498801521186,141.16008856587692,169392106279.05228,677615025.2801895
380.0,353.26794934272766,12.888140384838223,142.41039099268755,170892469191.22507,663653913.9935379
382.0,355.6540141105652,12.975190279266577,143.37226827918872,172046721935.02643,616208493.1884155
384.0,358.3632402420044,13.074029946950063,144.46441930331562,173357303163.97873,669974641.6525726
386.0,361.1938853263855,13.177299296165103,145.6055170846973,174726620501.63672,717037642.4893417
388.0,364.2922649383545,13.290336302434348,146.8545447782801,176225453733.9361,637642436.0830612
390.0,366.4664087295532,13.369654764383494,147.73099187164084,177277190245.96896,588256399.0108948
392.0,369.15642619132996,13.4677936494693,148.81539944164973,178578479329.97968,644609930.1079102
394.0,371.79654479026794,13.564112093299379,149.8796916386672,179855629966.4006,675162468.5367737
396.0,374.73919439315796,13.671467660811228,151.06594100343898,181279129204.12677,663652270.4786377
398.0,377.2841377258301,13.764313861560435,152.091865873596,182510239048.31516,622087778.5104599
400.0,379.8830997943878,13.859130807328548,153.13956693180717,183767480318.1686,605225027.240799
